user_id,item_id,action,vtime,title,category
888,25,2,1773934844,Tablet Product 25,Tablet
180,341,2,1773935093,Laptop Product 341,Laptop
897,264,2,1773935845,Charger Product 264,Charger
181,265,2,1773938436,Phone Product 265,Phone
148,162,2,1773938647,Accessories Product 162,Accessories
911,377,2,1773939257,Accessories Product 377,Accessories
660,129,2,1773940226,Case Product 129,Case
656,19,2,1773941212,Charger Product 19,Charger
507,272,2,1773941362,Laptop Product 272,Laptop
418,216,2,1773941734,Case Product 216,Case
746,213,2,1773943447,Charger Product 213,Charger
370,358,2,1773944907,Tablet Product 358,Tablet
966,270,2,1773945353,Case Product 270,Case
258,231,2,1773945718,Case Product 231,Case
723,413,2,1773946084,Laptop Product 413,Laptop
796,115,2,1773946508,Charger Product 115,Charger
785,400,2,1773947384,Tablet Product 400,Tablet
191,300,2,1773947610,Accessories Product 300,Accessories
169,40,2,1773948935,Accessories Product 40,Accessories
121,24,2,1773948939,Case Product 24,Case
217,117,2,1773950684,Laptop Product 117,Laptop
300,224,2,1773951117,Tablet Product 224,Tablet
916,66,2,1773951817,Tablet Product 66,Tablet
707,274,2,1773952640,Case Product 274,Case
756,49,2,1773952847,Charger Product 49,Charger
556,495,2,1773954208,Headphones Product 495,Headphones
301,485,2,1773954258,Tablet Product 485,Tablet
556,39,2,1773955344,Headphones Product 39,Headphones
570,478,2,1773955876,Headphones Product 478,Headphones
866,280,2,1773956202,Charger Product 280,Charger
301,125,2,1773956356,Phone Product 125,Phone
40,168,2,1773957458,Tablet Product 168,Tablet
845,173,2,1773957555,Accessories Product 173,Accessories
656,143,2,1773962930,Tablet Product 143,Tablet
982,428,2,1773964355,Accessories Product 428,Accessories
744,74,2,1773965346,Laptop Product 74,Laptop
966,394,2,1773965426,Phone Product 394,Phone
351,494,2,1773965474,Case Product 494,Case
695,285,2,1773965534,Phone Product 285,Phone
996,315,2,1773965933,Charger Product 315,Charger
748,191,2,1773966232,Phone Product 191,Phone
667,38,2,1773967203,Case Product 38,Case
787,440,2,1773967363,Tablet Product 440,Tablet
351,367,2,1773968264,Case Product 367,Case
954,462,2,1773972362,Phone Product 462,Phone
960,483,2,1773973330,Accessories Product 483,Accessories
736,34,2,1773974373,Headphones Product 34,Headphones
674,134,2,1773975099,Headphones Product 134,Headphones
465,187,2,1773975904,Accessories Product 187,Accessories
916,323,2,1773976145,Headphones Product 323,Headphones
890,57,2,1773976346,Headphones Product 57,Headphones
921,120,2,1773976854,Phone Product 120,Phone
601,250,2,1773977453,Case Product 250,Case
429,40,2,1773977715,Accessories Product 40,Accessories
737,292,2,1773979266,Tablet Product 292,Tablet
424,187,2,1773979273,Accessories Product 187,Accessories
634,475,2,1773980172,Tablet Product 475,Tablet
202,202,2,1773981659,Charger Product 202,Charger
756,314,2,1773985719,Laptop Product 314,Laptop
850,405,2,1773986262,Accessories Product 405,Accessories
557,472,2,1773986401,Headphones Product 472,Headphones
791,290,2,1773986501,Headphones Product 290,Headphones
760,266,2,1773987616,Charger Product 266,Charger
830,203,2,1773990047,Accessories Product 203,Accessories
488,431,2,1773991710,Accessories Product 431,Accessories
371,412,2,1773996027,Case Product 412,Case
744,75,2,1773998152,Phone Product 75,Phone
731,121,2,1773998444,Case Product 121,Case
471,391,2,1773999851,Accessories Product 391,Accessories
658,76,2,1774000501,Case Product 76,Case
262,357,2,1774002038,Charger Product 357,Charger
479,307,2,1774002160,Laptop Product 307,Laptop
500,52,2,1774002853,Laptop Product 52,Laptop
572,493,2,1774002917,Case Product 493,Case
466,262,2,1774003469,Laptop Product 262,Laptop
473,162,2,1774004104,Accessories Product 162,Accessories
654,210,2,1774005411,Laptop Product 210,Laptop
272,52,2,1774006152,Laptop Product 52,Laptop
552,150,2,1774010331,Phone Product 150,Phone
608,266,2,1774011008,Charger Product 266,Charger
713,168,2,1774011638,Tablet Product 168,Tablet
105,394,2,1774011658,Phone Product 394,Phone
896,294,2,1774011674,Case Product 294,Case
71,130,2,1774011802,Laptop Product 130,Laptop
809,141,2,1774011923,Phone Product 141,Phone
491,49,2,1774012288,Charger Product 49,Charger
595,26,2,1774012514,Case Product 26,Case
240,340,2,1774014598,Accessories Product 340,Accessories
64,263,2,1774015136,Phone Product 263,Phone
853,119,2,1774015150,Accessories Product 119,Accessories
312,385,2,1774016670,Phone Product 385,Phone
436,315,2,1774018764,Charger Product 315,Charger
999,390,2,1774018771,Accessories Product 390,Accessories
944,202,2,1774018984,Charger Product 202,Charger
978,257,2,1774019583,Tablet Product 257,Tablet
864,85,2,1774020068,Phone Product 85,Phone
854,416,2,1774020104,Tablet Product 416,Tablet
816,61,2,1774020220,Headphones Product 61,Headphones
528,345,2,1774021018,Laptop Product 345,Laptop
839,380,2,1774021059,Case Product 380,Case
133,371,2,1774021120,Tablet Product 371,Tablet
274,230,2,1774022741,Phone Product 230,Phone
228,457,2,1774023332,Case Product 457,Case
174,381,2,1774024019,Phone Product 381,Phone
3,278,2,1774024215,Accessories Product 278,Accessories
762,393,2,1774025032,Accessories Product 393,Accessories
967,415,2,1774025098,Laptop Product 415,Laptop
20,15,2,1774026552,Laptop Product 15,Laptop
543,390,2,1774030491,Accessories Product 390,Accessories
895,11,2,1774030989,Phone Product 11,Phone
152,367,2,1774032326,Case Product 367,Case
792,392,2,1774032544,Laptop Product 392,Laptop
412,377,2,1774032869,Accessories Product 377,Accessories
520,69,2,1774033070,Case Product 69,Case
256,157,2,1774033737,Phone Product 157,Phone
394,498,2,1774035339,Headphones Product 498,Headphones
802,251,2,1774035386,Case Product 251,Case
131,257,2,1774036192,Tablet Product 257,Tablet
601,259,2,1774036374,Laptop Product 259,Laptop
371,417,2,1774036835,Case Product 417,Case
132,2,2,1774036843,Charger Product 2,Charger
141,55,2,1774036969,Headphones Product 55,Headphones
703,56,2,1774037024,Case Product 56,Case
510,270,2,1774038739,Case Product 270,Case
635,227,2,1774039317,Phone Product 227,Phone
606,429,2,1774039333,Headphones Product 429,Headphones
855,46,2,1774040133,Phone Product 46,Phone
687,47,2,1774041165,Phone Product 47,Phone
374,326,2,1774041257,Phone Product 326,Phone
54,486,2,1774041450,Charger Product 486,Charger
893,12,2,1774042229,Phone Product 12,Phone
718,243,2,1774042670,Accessories Product 243,Accessories
106,463,2,1774042916,Charger Product 463,Charger
886,108,2,1774043838,Headphones Product 108,Headphones
900,460,2,1774045599,Accessories Product 460,Accessories
692,91,2,1774045859,Charger Product 91,Charger
898,458,2,1774046028,Tablet Product 458,Tablet
901,421,2,1774048177,Tablet Product 421,Tablet
133,206,2,1774048875,Charger Product 206,Charger
210,55,2,1774049088,Headphones Product 55,Headphones
650,270,2,1774049154,Case Product 270,Case
928,443,2,1774049490,Tablet Product 443,Tablet
211,86,2,1774050572,Phone Product 86,Phone
710,255,2,1774051941,Charger Product 255,Charger
461,297,2,1774054028,Case Product 297,Case
668,109,2,1774054199,Charger Product 109,Charger
63,345,2,1774054698,Laptop Product 345,Laptop
341,206,2,1774055982,Charger Product 206,Charger
64,104,2,1774056484,Headphones Product 104,Headphones
388,1,2,1774056624,Accessories Product 1,Accessories
101,114,2,1774060049,Accessories Product 114,Accessories
721,409,2,1774060326,Headphones Product 409,Headphones
622,99,2,1774061197,Tablet Product 99,Tablet
946,92,2,1774063487,Headphones Product 92,Headphones
463,306,2,1774063573,Headphones Product 306,Headphones
600,112,2,1774063946,Accessories Product 112,Accessories
667,104,2,1774064159,Headphones Product 104,Headphones
977,415,2,1774064460,Laptop Product 415,Laptop
408,211,2,1774064630,Case Product 211,Case
133,304,2,1774064678,Accessories Product 304,Accessories
793,165,2,1774064948,Laptop Product 165,Laptop
266,465,2,1774065200,Phone Product 465,Phone
226,316,2,1774066118,Phone Product 316,Phone
901,95,2,1774066709,Charger Product 95,Charger
734,119,2,1774067142,Accessories Product 119,Accessories
912,373,2,1774068119,Tablet Product 373,Tablet
385,203,2,1774068890,Accessories Product 203,Accessories
746,85,2,1774069676,Phone Product 85,Phone
904,315,2,1774070779,Charger Product 315,Charger
581,342,2,1774071185,Accessories Product 342,Accessories
485,324,2,1774071367,Phone Product 324,Phone
370,53,2,1774073229,Tablet Product 53,Tablet
210,138,2,1774073704,Charger Product 138,Charger
165,369,2,1774073836,Headphones Product 369,Headphones
453,356,2,1774074109,Phone Product 356,Phone
695,48,2,1774074224,Accessories Product 48,Accessories
579,164,2,1774074961,Headphones Product 164,Headphones
866,361,2,1774075358,Charger Product 361,Charger
246,418,2,1774075543,Tablet Product 418,Tablet
31,285,2,1774075689,Phone Product 285,Phone
824,3,2,1774077564,Headphones Product 3,Headphones
836,436,2,1774080661,Phone Product 436,Phone
919,324,2,1774082182,Phone Product 324,Phone
139,126,2,1774083485,Accessories Product 126,Accessories
228,168,2,1774083545,Tablet Product 168,Tablet
231,422,2,1774086014,Charger Product 422,Charger
843,172,2,1774087082,Case Product 172,Case
365,56,2,1774088145,Case Product 56,Case
576,176,2,1774088878,Accessories Product 176,Accessories
138,55,2,1774089771,Headphones Product 55,Headphones
133,38,2,1774090003,Case Product 38,Case
364,253,2,1774091721,Laptop Product 253,Laptop
253,224,2,1774092480,Tablet Product 224,Tablet
453,241,2,1774096086,Charger Product 241,Charger
286,54,2,1774097365,Accessories Product 54,Accessories
199,494,2,1774098624,Case Product 494,Case
595,239,2,1774098636,Case Product 239,Case
727,334,2,1774099915,Case Product 334,Case
628,469,2,1774100800,Tablet Product 469,Tablet
733,477,2,1774104480,Headphones Product 477,Headphones
427,87,2,1774105732,Headphones Product 87,Headphones
85,415,2,1774105817,Laptop Product 415,Laptop
338,462,2,1774108765,Phone Product 462,Phone
538,445,2,1774109192,Case Product 445,Case
241,159,2,1774109328,Accessories Product 159,Accessories
93,443,2,1774111037,Tablet Product 443,Tablet
807,476,2,1774111186,Headphones Product 476,Headphones
582,440,2,1774111564,Tablet Product 440,Tablet
206,321,2,1774111959,Charger Product 321,Charger
440,133,2,1774112019,Case Product 133,Case
348,436,2,1774113922,Phone Product 436,Phone
103,189,2,1774114198,Tablet Product 189,Tablet
474,150,2,1774116050,Phone Product 150,Phone
268,400,2,1774117065,Tablet Product 400,Tablet
711,73,2,1774117168,Phone Product 73,Phone
37,9,2,1774118664,Headphones Product 9,Headphones
967,311,2,1774118687,Headphones Product 311,Headphones
900,320,2,1774118813,Case Product 320,Case
548,222,2,1774121266,Case Product 222,Case
660,132,2,1774123347,Charger Product 132,Charger
425,90,2,1774124981,Case Product 90,Case
626,437,2,1774125062,Headphones Product 437,Headphones
194,484,2,1774126606,Case Product 484,Case
247,470,2,1774127742,Headphones Product 470,Headphones
994,421,2,1774128612,Tablet Product 421,Tablet
514,272,2,1774128723,Laptop Product 272,Laptop
971,409,2,1774129257,Headphones Product 409,Headphones
660,481,2,1774129396,Tablet Product 481,Tablet
542,436,2,1774130454,Phone Product 436,Phone
227,347,2,1774131078,Accessories Product 347,Accessories
901,462,2,1774131623,Phone Product 462,Phone
104,324,2,1774133127,Phone Product 324,Phone
297,73,2,1774133448,Phone Product 73,Phone
870,58,2,1774133546,Accessories Product 58,Accessories
821,367,2,1774134487,Case Product 367,Case
510,387,2,1774134651,Headphones Product 387,Headphones
589,337,2,1774137021,Accessories Product 337,Accessories
367,187,2,1774138742,Accessories Product 187,Accessories
488,241,2,1774139108,Charger Product 241,Charger
536,341,2,1774139253,Laptop Product 341,Laptop
373,338,2,1774139296,Case Product 338,Case
49,46,2,1774139544,Phone Product 46,Phone
632,237,2,1774139613,Accessories Product 237,Accessories
307,45,2,1774139795,Charger Product 45,Charger
644,53,2,1774140207,Tablet Product 53,Tablet
116,141,2,1774140581,Phone Product 141,Phone
942,133,2,1774140855,Case Product 133,Case
944,48,2,1774141468,Accessories Product 48,Accessories
478,339,2,1774142930,Headphones Product 339,Headphones
566,348,2,1774143091,Headphones Product 348,Headphones
611,300,2,1774143251,Accessories Product 300,Accessories
283,291,2,1774143333,Tablet Product 291,Tablet
307,432,2,1774145058,Laptop Product 432,Laptop
282,189,2,1774145315,Tablet Product 189,Tablet
71,268,2,1774145659,Accessories Product 268,Accessories
506,362,2,1774148367,Charger Product 362,Charger
149,198,2,1774148778,Laptop Product 198,Laptop
181,25,2,1774149218,Tablet Product 25,Tablet
950,137,2,1774149691,Laptop Product 137,Laptop
25,308,2,1774150712,Phone Product 308,Phone
169,342,2,1774150759,Accessories Product 342,Accessories
681,274,2,1774150935,Case Product 274,Case
87,158,2,1774151141,Accessories Product 158,Accessories
129,443,2,1774151433,Tablet Product 443,Tablet
566,82,2,1774152078,Laptop Product 82,Laptop
305,79,2,1774152456,Accessories Product 79,Accessories
516,390,2,1774154187,Accessories Product 390,Accessories
257,196,2,1774154646,Charger Product 196,Charger
270,478,2,1774155742,Headphones Product 478,Headphones
939,343,2,1774156304,Phone Product 343,Phone
557,460,2,1774156923,Accessories Product 460,Accessories
646,378,2,1774157264,Phone Product 378,Phone
842,447,2,1774157666,Case Product 447,Case
203,303,2,1774158350,Laptop Product 303,Laptop
538,493,2,1774158411,Case Product 493,Case
395,223,2,1774160833,Tablet Product 223,Tablet
389,281,2,1774161128,Laptop Product 281,Laptop
98,98,2,1774161248,Headphones Product 98,Headphones
988,7,2,1774162051,Case Product 7,Case
957,181,2,1774163214,Tablet Product 181,Tablet
986,471,2,1774164078,Headphones Product 471,Headphones
436,148,2,1774165033,Tablet Product 148,Tablet
674,455,2,1774165068,Accessories Product 455,Accessories
570,325,2,1774165949,Tablet Product 325,Tablet
183,427,2,1774166347,Phone Product 427,Phone
133,178,2,1774166784,Headphones Product 178,Headphones
849,354,2,1774166872,Case Product 354,Case
82,25,2,1774166975,Tablet Product 25,Tablet
539,213,2,1774167022,Charger Product 213,Charger
661,416,2,1774167208,Tablet Product 416,Tablet
483,263,2,1774169374,Phone Product 263,Phone
43,415,2,1774171178,Laptop Product 415,Laptop
689,371,2,1774172285,Tablet Product 371,Tablet
846,110,2,1774172429,Phone Product 110,Phone
705,79,2,1774172905,Accessories Product 79,Accessories
823,358,2,1774174183,Tablet Product 358,Tablet
158,255,2,1774175352,Charger Product 255,Charger
263,472,2,1774176103,Headphones Product 472,Headphones
275,333,2,1774176253,Case Product 333,Case
459,105,2,1774177389,Accessories Product 105,Accessories
97,52,2,1774178184,Laptop Product 52,Laptop
22,235,2,1774178777,Phone Product 235,Phone
201,225,2,1774179212,Charger Product 225,Charger
787,161,2,1774179309,Phone Product 161,Phone
762,281,2,1774180869,Laptop Product 281,Laptop
539,119,2,1774181537,Accessories Product 119,Accessories
346,253,2,1774181591,Laptop Product 253,Laptop
302,69,2,1774182254,Case Product 69,Case
302,156,2,1774182624,Charger Product 156,Charger
164,28,2,1774182735,Tablet Product 28,Tablet
809,337,2,1774182954,Accessories Product 337,Accessories
22,247,2,1774182963,Accessories Product 247,Accessories
812,214,2,1774183539,Headphones Product 214,Headphones
302,292,2,1774185526,Tablet Product 292,Tablet
823,384,2,1774187017,Charger Product 384,Charger
913,215,2,1774187616,Laptop Product 215,Laptop
